var1,user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase
5548,5549.0,37.0,Male,Desktop,21.0,13.0,10.0,5.0,0.0,0.0,0.0,21.29,17.96,1.0
5549,5550.0,34.0,Female,Desktop,8.63,9.0,11.0,,0.0,1.0,1.0,18.66,49.4,1.0
5550,5551.0,44.0,Female,Tablet,17.78,11.0,12.0,9.0,,1.0,1.0,10.81,34.96,1.0
5551,5552.0,36.0,Male,Desktop,16.32,11.0,6.0,2.0,0.0,1.0,1.0,15.46,43.88,1.0
5552,5553.0,21.0,Male,Mobile,12.51,6.0,2.0,1.0,0.0,0.0,1.0,9.0,62.63,0.0
5553,5554.0,39.0,Female,Desktop,10.01,4.0,5.0,2.0,0.0,0.0,0.0,8.67,50.86,0.0
5554,5555.0,32.0,Male,Mobile,10.14,3.0,5.0,3.0,0.0,0.0,1.0,1.0,56.24,0.0
5555,5556.0,35.0,Male,Mobile,4.77,7.0,6.0,0.0,1.0,0.0,1.0,9.15,99.0,0.0
5556,5557.0,28.0,Female,Desktop,20.8,10.0,9.0,5.0,0.0,0.0,1.0,19.05,18.19,1.0
5557,5558.0,32.0,Male,Desktop,10.26,1.0,1.0,4.0,1.0,0.0,0.0,8.87,56.85,0.0
5558,5559.0,36.0,Male,Desktop,12.38,10.0,10.0,3.0,0.0,1.0,1.0,11.7,34.43,1.0
5559,5560.0,49.0,Female,Tablet,7.85,7.0,3.0,0.0,0.0,0.0,1.0,1.0,74.28,0.0
5560,5561.0,38.0,Male,Mobile,19.39,5.0,10.0,7.0,1.0,1.0,0.0,16.15,26.39,1.0
5561,5562.0,22.0,Female,Desktop,9.59,5.0,5.0,0.0,1.0,1.0,1.0,11.77,35.81,0.0
5562,5563.0,30.0,Male,Desktop,30.0,15.0,11.0,9.0,0.0,1.0,1.0,11.07,1.0,1.0
5563,5564.0,21.0,Male,Desktop,20.29,13.0,8.0,9.0,0.0,0.0,0.0,27.31,40.64,1.0
5564,5565.0,34.0,Female,Mobile,13.05,8.0,3.0,1.0,0.0,0.0,1.0,12.79,50.96,0.0
5565,5566.0,18.0,Female,,17.14,7.0,10.0,7.0,0.0,0.0,1.0,29.19,1.0,1.0
5566,5567.0,45.0,Female,Tablet,14.17,6.0,0.0,4.0,1.0,0.0,1.0,14.15,85.26,0.0
5567,5568.0,29.0,Male,Mobile,15.32,2.0,4.0,3.0,0.0,1.0,1.0,16.52,57.06,0.0
5568,5569.0,38.0,Female,Mobile,20.66,8.0,1.0,2.0,0.0,0.0,0.0,16.2,56.31,0.0
5569,5570.0,36.0,Male,Desktop,18.08,2.0,3.0,1.0,0.0,,0.0,4.77,73.11,0.0
5570,5571.0,50.0,Male,Mobile,12.33,6.0,5.0,1.0,1.0,0.0,0.0,1.56,60.52,0.0
5571,5572.0,23.0,Male,Mobile,19.11,10.0,2.0,7.0,0.0,0.0,1.0,18.09,26.52,1.0
5572,5573.0,35.0,Female,,11.83,7.0,0.0,3.0,0.0,0.0,1.0,7.09,,0.0
5573,5574.0,51.0,Female,Desktop,1.0,6.0,4.0,0.0,1.0,0.0,1.0,7.32,82.18,0.0
5574,5575.0,28.0,Female,Mobile,14.14,6.0,3.0,0.0,1.0,1.0,1.0,19.53,87.63,0.0
5575,5576.0,29.0,Female,Tablet,17.31,9.0,8.0,7.0,1.0,0.0,1.0,10.7,30.58,1.0
5576,5577.0,33.0,Male,Mobile,15.61,3.0,0.0,1.0,1.0,0.0,0.0,3.66,67.84,0.0
5577,5578.0,25.0,,Desktop,19.9,8.0,3.0,4.0,1.0,0.0,0.0,1.0,97.95,0.0
5578,5579.0,35.0,Male,Mobile,2.75,9.0,0.0,3.0,1.0,0.0,0.0,1.4,55.12,0.0
5579,5580.0,29.0,Male,Mobile,18.15,11.0,10.0,5.0,1.0,0.0,1.0,20.39,8.38,1.0
5580,,29.0,Female,Desktop,19.36,9.0,11.0,6.0,1.0,0.0,0.0,26.7,35.15,1.0
5581,5582.0,33.0,Female,Tablet,10.46,15.0,7.0,6.0,1.0,1.0,0.0,23.54,27.51,1.0
5582,5583.0,32.0,Female,Mobile,9.47,3.0,2.0,2.0,0.0,0.0,1.0,8.55,40.06,0.0
5583,5584.0,25.0,Female,Desktop,13.18,4.0,6.0,0.0,0.0,0.0,0.0,5.52,50.84,0.0
5584,5585.0,31.0,Male,Desktop,18.97,17.0,12.0,5.0,0.0,1.0,0.0,26.85,15.09,1.0
5585,5586.0,29.0,Male,Desktop,13.41,7.0,,9.0,1.0,0.0,1.0,15.53,,1.0
5586,,30.0,Female,Desktop,20.06,10.0,11.0,2.0,0.0,1.0,1.0,19.38,,1.0
5587,5588.0,25.0,Female,Desktop,,11.0,10.0,4.0,1.0,1.0,1.0,17.86,15.18,1.0
5588,5589.0,42.0,Male,Mobile,2.54,5.0,,2.0,0.0,1.0,0.0,14.98,47.25,0.0
5589,5590.0,18.0,Male,Mobile,2.87,3.0,6.0,3.0,1.0,1.0,1.0,15.33,52.18,0.0
5590,5591.0,23.0,Male,Tablet,15.82,11.0,11.0,5.0,1.0,1.0,0.0,11.9,55.3,1.0
5591,5592.0,28.0,Male,Mobile,15.25,7.0,3.0,,1.0,1.0,0.0,,32.54,0.0
5592,5593.0,28.0,Female,Tablet,18.24,15.0,12.0,8.0,1.0,0.0,1.0,15.38,1.0,1.0
5593,5594.0,24.0,Female,Desktop,11.61,9.0,5.0,0.0,1.0,1.0,0.0,1.0,78.58,0.0
5594,5595.0,29.0,Female,Mobile,15.6,13.0,10.0,4.0,1.0,0.0,1.0,24.28,12.24,1.0
5595,5596.0,35.0,Female,Mobile,11.91,6.0,7.0,,0.0,1.0,1.0,26.28,55.15,1.0
5596,5597.0,18.0,Male,Mobile,19.8,16.0,5.0,8.0,1.0,1.0,1.0,18.36,32.82,1.0
5597,5598.0,41.0,Male,Desktop,16.82,10.0,5.0,3.0,0.0,1.0,1.0,17.64,58.97,0.0
5598,5599.0,36.0,Female,Mobile,20.99,6.0,2.0,0.0,1.0,0.0,1.0,1.0,60.38,0.0
5599,5600.0,29.0,Male,Mobile,12.78,1.0,5.0,,0.0,0.0,0.0,7.57,75.46,0.0
5600,5601.0,18.0,Female,Mobile,21.27,10.0,7.0,9.0,1.0,1.0,0.0,11.13,17.56,1.0
5601,5602.0,22.0,Female,Desktop,12.93,9.0,6.0,6.0,1.0,1.0,1.0,27.88,56.76,1.0
5602,5603.0,30.0,Male,Mobile,18.72,6.0,5.0,4.0,0.0,1.0,1.0,19.43,33.12,1.0
5603,5604.0,19.0,Male,Tablet,5.78,10.0,1.0,0.0,1.0,0.0,1.0,9.34,64.54,0.0
5604,5605.0,37.0,Male,Mobile,11.9,7.0,8.0,,0.0,0.0,1.0,20.13,15.78,1.0
5605,5606.0,38.0,Male,Tablet,8.07,10.0,,0.0,0.0,1.0,0.0,1.0,62.83,0.0
5606,5607.0,38.0,Female,Mobile,6.92,5.0,5.0,0.0,1.0,0.0,0.0,7.67,10.56,0.0
5607,5608.0,25.0,Male,Mobile,10.24,4.0,2.0,0.0,0.0,0.0,0.0,5.04,79.64,0.0
5608,5609.0,35.0,Female,Mobile,15.15,7.0,9.0,,1.0,1.0,,22.07,34.4,1.0
5609,5610.0,19.0,Female,Tablet,11.64,16.0,6.0,6.0,0.0,0.0,0.0,23.12,38.74,1.0
5610,5611.0,31.0,Female,Desktop,18.66,15.0,12.0,5.0,0.0,0.0,1.0,9.79,19.24,1.0
5611,5612.0,22.0,Male,Mobile,14.44,4.0,7.0,0.0,0.0,0.0,0.0,8.75,77.68,0.0
5612,5613.0,40.0,Female,Mobile,8.69,2.0,0.0,0.0,0.0,0.0,1.0,7.57,85.49,0.0
5613,5614.0,35.0,Male,Tablet,17.19,9.0,7.0,7.0,0.0,1.0,1.0,15.6,15.07,1.0
5614,5615.0,40.0,Male,Mobile,22.88,14.0,9.0,6.0,1.0,0.0,0.0,25.42,37.01,1.0
5615,5616.0,27.0,Male,Mobile,10.79,4.0,5.0,1.0,0.0,0.0,1.0,26.33,24.04,0.0
5616,5617.0,36.0,Male,Desktop,4.33,2.0,0.0,3.0,0.0,,0.0,11.91,99.0,0.0
5617,5618.0,27.0,Female,Mobile,12.08,10.0,8.0,8.0,1.0,0.0,1.0,7.99,40.63,1.0
5618,5619.0,18.0,Female,Mobile,10.85,7.0,1.0,1.0,0.0,0.0,1.0,8.03,82.65,0.0
5619,5620.0,35.0,Female,Mobile,23.26,17.0,11.0,4.0,1.0,,1.0,17.86,31.77,1.0
5620,5621.0,33.0,Female,Desktop,20.59,14.0,4.0,4.0,0.0,0.0,1.0,20.12,66.93,1.0
5621,5622.0,33.0,Male,Desktop,16.46,1.0,3.0,1.0,0.0,0.0,0.0,18.01,66.12,0.0
5622,5623.0,45.0,Male,Mobile,1.0,2.0,3.0,2.0,1.0,1.0,1.0,16.08,78.77,0.0
5623,5624.0,42.0,Male,Mobile,8.75,8.0,1.0,3.0,1.0,1.0,0.0,2.31,85.46,0.0
5624,5625.0,56.0,Female,Desktop,17.03,12.0,12.0,4.0,1.0,0.0,0.0,17.49,48.87,1.0
5625,5626.0,19.0,Male,Desktop,10.91,3.0,1.0,2.0,0.0,0.0,1.0,6.94,90.17,0.0
5626,5627.0,26.0,Male,Mobile,11.79,10.0,5.0,7.0,0.0,1.0,0.0,7.38,1.0,1.0
5627,5628.0,24.0,Male,Mobile,20.19,9.0,8.0,3.0,0.0,1.0,0.0,22.11,52.38,1.0
5628,5629.0,28.0,Female,Desktop,21.77,5.0,0.0,4.0,,0.0,0.0,12.16,70.39,0.0
5629,5630.0,54.0,Female,Mobile,21.42,12.0,8.0,8.0,1.0,1.0,1.0,18.87,44.55,1.0
5630,5631.0,30.0,Male,Mobile,11.91,5.0,4.0,,1.0,,0.0,9.65,86.7,0.0
5631,5632.0,41.0,Male,Mobile,2.8,6.0,5.0,1.0,0.0,1.0,1.0,8.19,32.73,0.0
5632,5633.0,28.0,Male,Tablet,15.97,14.0,5.0,6.0,1.0,0.0,0.0,17.55,38.18,1.0
5633,5634.0,35.0,Female,Mobile,19.44,11.0,6.0,7.0,1.0,0.0,0.0,11.33,27.74,1.0
5634,5635.0,40.0,Female,Mobile,22.11,14.0,6.0,7.0,1.0,0.0,0.0,18.92,62.58,1.0
5635,5636.0,26.0,Female,Desktop,18.02,15.0,7.0,9.0,1.0,0.0,1.0,7.08,76.15,1.0
5636,5637.0,33.0,,Mobile,9.74,3.0,4.0,2.0,1.0,0.0,1.0,2.8,75.87,0.0
5637,5638.0,38.0,Male,Mobile,3.11,5.0,2.0,4.0,1.0,0.0,0.0,4.76,84.77,0.0
5638,5639.0,42.0,Female,Desktop,13.1,15.0,10.0,6.0,0.0,1.0,0.0,18.93,40.51,1.0
5639,5640.0,40.0,Male,Tablet,17.95,13.0,14.0,7.0,1.0,1.0,1.0,25.25,15.02,1.0
5640,5641.0,45.0,Female,Desktop,14.41,5.0,6.0,0.0,1.0,1.0,0.0,9.55,62.76,0.0
5641,5642.0,38.0,Female,Desktop,,1.0,3.0,0.0,0.0,0.0,0.0,10.83,61.94,0.0
5642,5643.0,52.0,Female,Mobile,24.4,14.0,11.0,3.0,0.0,,1.0,26.08,33.38,1.0
5643,5644.0,32.0,Female,Mobile,22.03,17.0,10.0,3.0,1.0,0.0,1.0,25.66,9.43,1.0
5644,5645.0,32.0,Female,Desktop,16.16,1.0,6.0,5.0,0.0,1.0,1.0,8.01,61.5,0.0
5645,5646.0,18.0,Female,Mobile,25.67,11.0,11.0,5.0,1.0,0.0,0.0,8.13,8.02,1.0
5646,5647.0,24.0,Female,Tablet,4.29,15.0,6.0,9.0,1.0,0.0,0.0,4.76,28.05,1.0
5647,5648.0,37.0,Female,Mobile,7.07,14.0,0.0,0.0,0.0,0.0,0.0,5.22,46.08,0.0
5648,5649.0,22.0,Female,Mobile,5.72,7.0,,4.0,0.0,0.0,1.0,12.07,68.36,0.0
5649,5650.0,38.0,Female,Mobile,9.84,3.0,4.0,4.0,0.0,0.0,0.0,4.22,59.1,0.0
5650,,31.0,Female,Desktop,4.41,5.0,7.0,1.0,0.0,0.0,1.0,8.31,61.63,0.0
5651,5652.0,29.0,Male,Desktop,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,82.09,0.0
5652,5653.0,24.0,Male,Mobile,18.0,14.0,9.0,3.0,,1.0,1.0,19.83,62.64,1.0
5653,5654.0,27.0,Female,Mobile,17.33,8.0,10.0,9.0,0.0,1.0,0.0,20.23,12.22,1.0
5654,5655.0,46.0,Male,Mobile,24.54,10.0,9.0,9.0,1.0,1.0,0.0,30.68,26.57,1.0
5655,5656.0,36.0,Female,Desktop,20.83,13.0,9.0,9.0,1.0,0.0,,17.05,32.86,1.0
5656,5657.0,52.0,Male,Mobile,19.83,3.0,2.0,5.0,0.0,1.0,0.0,13.27,67.16,0.0
5657,5658.0,41.0,Female,Mobile,16.81,9.0,2.0,5.0,1.0,0.0,1.0,8.24,77.45,0.0
5658,5659.0,34.0,Male,Tablet,13.69,9.0,0.0,2.0,0.0,1.0,1.0,16.3,52.48,0.0
5659,5660.0,28.0,Male,Mobile,12.34,2.0,7.0,1.0,1.0,0.0,1.0,10.44,53.49,0.0
5660,5661.0,20.0,Male,Desktop,21.96,10.0,7.0,7.0,1.0,0.0,1.0,19.42,40.56,1.0
5661,5662.0,22.0,Female,Mobile,17.21,14.0,9.0,5.0,1.0,0.0,1.0,20.33,10.75,1.0
5662,5663.0,42.0,Female,Desktop,7.6,4.0,5.0,1.0,0.0,0.0,0.0,11.31,57.16,0.0
5663,5664.0,44.0,Male,Desktop,1.0,5.0,3.0,1.0,,0.0,1.0,10.9,91.1,0.0
5664,5665.0,41.0,Female,Mobile,13.32,1.0,2.0,0.0,1.0,0.0,1.0,16.39,,0.0
5665,5666.0,37.0,Female,Desktop,6.29,2.0,1.0,2.0,0.0,1.0,0.0,5.78,59.45,0.0
5666,5667.0,48.0,Male,Mobile,25.1,5.0,1.0,2.0,1.0,0.0,1.0,11.99,22.9,0.0
5667,5668.0,32.0,Female,Mobile,7.41,3.0,4.0,1.0,0.0,0.0,1.0,5.04,67.15,0.0
5668,5669.0,35.0,Female,Mobile,11.57,12.0,14.0,4.0,1.0,0.0,1.0,25.21,34.33,1.0
5669,5670.0,31.0,Female,Desktop,7.99,4.0,2.0,1.0,0.0,0.0,1.0,1.71,78.0,0.0
5670,5671.0,26.0,Female,Desktop,7.56,2.0,1.0,1.0,1.0,0.0,1.0,9.69,66.89,0.0
5671,5672.0,24.0,Male,Desktop,11.89,15.0,8.0,7.0,1.0,1.0,0.0,27.64,42.53,1.0
5672,,24.0,Female,Mobile,3.6,8.0,3.0,1.0,1.0,0.0,0.0,7.52,66.05,0.0
5673,5674.0,18.0,Female,Mobile,12.73,11.0,11.0,9.0,0.0,0.0,0.0,,29.18,1.0
5674,5675.0,28.0,Male,Mobile,12.73,4.0,1.0,0.0,0.0,0.0,0.0,1.0,64.99,0.0
5675,5676.0,18.0,Male,Mobile,14.15,10.0,7.0,7.0,0.0,,0.0,14.5,5.99,1.0
5676,5677.0,42.0,Male,Mobile,19.67,7.0,1.0,3.0,0.0,0.0,0.0,1.0,37.25,0.0
5677,5678.0,54.0,Male,Mobile,13.49,6.0,14.0,7.0,1.0,0.0,1.0,13.55,71.53,1.0
5678,5679.0,45.0,Female,Mobile,17.38,1.0,0.0,0.0,1.0,0.0,0.0,13.57,68.1,0.0
5679,5680.0,29.0,Female,Desktop,20.61,14.0,14.0,8.0,1.0,0.0,1.0,23.2,28.13,1.0
5680,5681.0,18.0,Male,Mobile,20.03,11.0,7.0,6.0,1.0,,1.0,14.7,42.16,1.0
5681,5682.0,29.0,Female,Mobile,23.72,8.0,13.0,6.0,0.0,0.0,0.0,4.39,29.87,1.0
5682,5683.0,36.0,Male,Desktop,8.31,8.0,1.0,0.0,1.0,,1.0,16.05,78.8,0.0
5683,5684.0,39.0,Male,Mobile,29.1,16.0,10.0,5.0,0.0,1.0,0.0,18.93,20.55,1.0
5684,5685.0,33.0,Female,Mobile,19.34,8.0,7.0,5.0,1.0,0.0,1.0,11.61,19.16,1.0
5685,5686.0,28.0,Female,Desktop,11.35,6.0,9.0,3.0,0.0,0.0,0.0,1.0,41.45,0.0
5686,5687.0,57.0,Male,Mobile,11.21,7.0,7.0,4.0,1.0,1.0,1.0,21.07,17.64,1.0
5687,5688.0,31.0,Male,Mobile,5.54,2.0,6.0,1.0,0.0,1.0,1.0,4.46,54.29,0.0
5688,5689.0,27.0,Female,Mobile,20.6,12.0,8.0,6.0,0.0,1.0,1.0,18.48,52.86,1.0
5689,5690.0,30.0,Female,Desktop,13.71,7.0,,3.0,0.0,0.0,1.0,,76.6,0.0
5690,5691.0,,Male,Desktop,18.94,16.0,6.0,8.0,1.0,0.0,1.0,29.29,36.01,1.0
5691,5692.0,23.0,Male,Tablet,13.92,15.0,6.0,3.0,0.0,1.0,1.0,13.67,16.11,1.0
5692,5693.0,45.0,Female,Tablet,1.0,8.0,4.0,2.0,0.0,0.0,1.0,15.89,99.0,0.0
5693,5694.0,39.0,Female,Mobile,4.75,5.0,0.0,0.0,0.0,0.0,0.0,6.65,39.02,0.0
5694,5695.0,49.0,Female,Tablet,7.71,1.0,0.0,0.0,0.0,0.0,0.0,4.58,51.31,0.0
5695,5696.0,40.0,Male,Mobile,21.21,16.0,8.0,7.0,0.0,1.0,1.0,18.09,32.92,1.0
5696,5697.0,31.0,Female,Desktop,9.5,16.0,1.0,7.0,1.0,0.0,1.0,16.75,33.29,1.0
5697,5698.0,,Female,Mobile,18.92,15.0,8.0,9.0,1.0,1.0,1.0,22.63,14.31,1.0
5698,5699.0,38.0,Female,Mobile,12.83,10.0,1.0,0.0,1.0,0.0,1.0,14.18,49.52,0.0
5699,5700.0,18.0,Female,Mobile,21.4,16.0,10.0,9.0,1.0,,0.0,14.49,25.06,1.0
5700,5701.0,29.0,Male,Mobile,21.37,13.0,9.0,,0.0,1.0,1.0,19.78,1.0,1.0
5701,5702.0,32.0,Female,Mobile,13.51,,4.0,6.0,1.0,0.0,1.0,24.75,45.73,1.0
5702,5703.0,20.0,Female,Desktop,7.45,8.0,1.0,0.0,0.0,1.0,0.0,6.04,93.82,0.0
5703,5704.0,34.0,Male,Desktop,24.88,13.0,10.0,8.0,0.0,0.0,0.0,18.37,13.35,1.0
5704,5705.0,18.0,Female,Mobile,,6.0,2.0,4.0,0.0,1.0,1.0,7.28,83.77,0.0
5705,5706.0,32.0,Female,Mobile,15.63,12.0,6.0,6.0,1.0,1.0,1.0,20.38,53.31,1.0
5706,5707.0,33.0,Female,Mobile,16.03,6.0,3.0,2.0,0.0,0.0,0.0,16.29,48.73,0.0
5707,5708.0,28.0,Female,Desktop,26.98,,11.0,9.0,1.0,0.0,1.0,29.19,25.36,1.0
5708,5709.0,,Male,Mobile,4.37,1.0,6.0,0.0,0.0,0.0,0.0,7.12,82.39,0.0
5709,5710.0,39.0,Female,Mobile,7.32,4.0,2.0,2.0,1.0,0.0,0.0,13.61,31.66,0.0
5710,5711.0,26.0,Female,Mobile,17.28,16.0,13.0,6.0,1.0,1.0,1.0,30.69,31.54,1.0
5711,5712.0,25.0,Female,Tablet,10.24,11.0,1.0,3.0,0.0,1.0,0.0,2.11,36.05,0.0
5712,5713.0,32.0,Male,Desktop,18.1,9.0,7.0,2.0,1.0,1.0,1.0,23.21,68.86,1.0
5713,5714.0,34.0,Female,Desktop,16.48,4.0,0.0,0.0,1.0,0.0,0.0,1.0,99.0,0.0
5714,5715.0,22.0,Female,Mobile,10.03,1.0,2.0,0.0,0.0,0.0,,11.65,84.74,0.0
5715,5716.0,25.0,Female,Desktop,18.64,17.0,11.0,2.0,0.0,1.0,1.0,23.33,31.91,1.0
5716,5717.0,38.0,Male,Mobile,15.09,12.0,3.0,4.0,1.0,,0.0,23.34,43.82,1.0
5717,5718.0,34.0,Female,Mobile,26.2,17.0,7.0,7.0,0.0,1.0,1.0,16.69,12.94,1.0
5718,5719.0,26.0,Male,Mobile,15.15,17.0,13.0,6.0,0.0,0.0,1.0,21.4,40.21,1.0
5719,5720.0,37.0,Male,Mobile,25.59,12.0,10.0,7.0,1.0,0.0,0.0,28.23,56.14,1.0
5720,5721.0,37.0,Male,Mobile,15.01,16.0,10.0,7.0,1.0,0.0,0.0,12.86,1.0,1.0
5721,5722.0,44.0,Female,Tablet,21.86,,9.0,6.0,1.0,1.0,0.0,21.12,9.7,1.0
5722,5723.0,26.0,Male,Mobile,10.97,7.0,9.0,1.0,0.0,0.0,0.0,14.06,54.14,0.0
5723,5724.0,37.0,Male,Mobile,17.31,11.0,7.0,8.0,0.0,1.0,0.0,13.98,10.52,1.0
5724,5725.0,21.0,,,14.05,14.0,6.0,3.0,1.0,0.0,0.0,18.78,20.56,1.0
5725,5726.0,26.0,Female,Desktop,15.76,2.0,0.0,0.0,0.0,1.0,0.0,8.03,86.62,0.0
5726,5727.0,18.0,Female,Desktop,15.8,12.0,6.0,6.0,1.0,0.0,0.0,13.94,6.21,1.0
5727,5728.0,41.0,Female,Tablet,14.55,14.0,9.0,7.0,1.0,0.0,0.0,27.01,1.0,1.0
5728,5729.0,36.0,Male,Mobile,25.36,15.0,8.0,8.0,1.0,1.0,0.0,19.85,20.02,1.0
5729,5730.0,47.0,Female,Desktop,12.2,4.0,4.0,0.0,0.0,1.0,,13.01,77.24,0.0
5730,5731.0,22.0,Female,Mobile,9.63,3.0,5.0,1.0,0.0,1.0,0.0,13.74,70.22,0.0
5731,5732.0,,Female,Tablet,16.04,12.0,12.0,8.0,1.0,1.0,1.0,16.59,4.42,1.0
5732,5733.0,42.0,Male,Mobile,17.22,7.0,3.0,4.0,0.0,0.0,1.0,6.76,36.69,0.0
5733,,34.0,Female,Mobile,7.06,10.0,1.0,3.0,0.0,0.0,0.0,1.0,87.83,0.0
5734,5735.0,44.0,Female,Tablet,1.0,1.0,2.0,1.0,0.0,0.0,0.0,10.69,78.51,0.0
5735,5736.0,36.0,,Mobile,10.1,9.0,0.0,4.0,1.0,0.0,0.0,8.23,75.12,0.0
5736,5737.0,47.0,Male,Desktop,8.81,1.0,0.0,4.0,0.0,1.0,1.0,7.99,65.13,0.0
5737,5738.0,21.0,Male,Mobile,14.04,12.0,4.0,9.0,1.0,1.0,0.0,8.95,21.32,1.0
5738,5739.0,35.0,Male,Mobile,21.8,13.0,11.0,8.0,1.0,0.0,,14.58,6.97,1.0
5739,5740.0,31.0,Female,Desktop,18.17,13.0,12.0,8.0,1.0,0.0,0.0,10.91,32.86,1.0
5740,5741.0,18.0,Female,Mobile,9.02,7.0,1.0,4.0,1.0,1.0,0.0,1.0,99.0,0.0
5741,5742.0,24.0,Male,Mobile,8.96,2.0,7.0,0.0,0.0,0.0,0.0,7.96,55.88,0.0
5742,5743.0,27.0,Female,Mobile,21.09,7.0,2.0,0.0,0.0,0.0,0.0,16.84,67.19,0.0
5743,5744.0,44.0,Male,Mobile,13.38,2.0,3.0,0.0,1.0,1.0,0.0,1.38,38.85,0.0
5744,5745.0,39.0,Male,Desktop,20.16,7.0,12.0,7.0,1.0,0.0,1.0,10.86,62.66,1.0
5745,5746.0,27.0,Male,Desktop,8.78,4.0,1.0,4.0,1.0,0.0,0.0,12.29,82.12,0.0
5746,5747.0,,Female,Tablet,9.88,4.0,1.0,1.0,1.0,0.0,1.0,1.0,67.7,0.0
5747,5748.0,19.0,Male,Mobile,4.46,6.0,6.0,0.0,0.0,0.0,0.0,11.65,58.67,0.0
5748,5749.0,18.0,Female,Mobile,1.09,3.0,5.0,3.0,1.0,1.0,1.0,8.11,99.0,0.0
5749,5750.0,31.0,Male,Tablet,12.98,6.0,4.0,3.0,0.0,0.0,1.0,7.5,64.74,0.0
5750,5751.0,43.0,Female,Mobile,24.74,13.0,13.0,5.0,1.0,0.0,0.0,23.01,32.84,1.0
5751,5752.0,21.0,Male,Mobile,16.24,5.0,7.0,2.0,0.0,0.0,1.0,13.65,51.75,0.0
5752,5753.0,30.0,Male,Mobile,22.11,16.0,10.0,7.0,1.0,0.0,1.0,18.26,58.75,1.0
5753,5754.0,44.0,Female,Desktop,,8.0,1.0,0.0,0.0,0.0,0.0,11.84,76.78,0.0
5754,5755.0,43.0,,Desktop,1.0,8.0,2.0,1.0,1.0,0.0,1.0,2.5,55.66,0.0
5755,5756.0,48.0,Female,Mobile,,13.0,6.0,4.0,1.0,0.0,1.0,15.36,8.17,1.0
5756,5757.0,47.0,Female,Desktop,11.47,1.0,7.0,0.0,0.0,0.0,0.0,8.96,55.57,0.0
5757,5758.0,35.0,Female,Mobile,8.01,16.0,7.0,3.0,1.0,1.0,0.0,16.36,44.14,1.0
5758,5759.0,26.0,Female,Desktop,26.34,12.0,14.0,9.0,0.0,1.0,1.0,13.8,73.92,1.0
5759,5760.0,19.0,Female,Desktop,20.39,12.0,10.0,8.0,1.0,1.0,1.0,18.36,3.16,1.0
5760,5761.0,28.0,Male,Mobile,4.68,10.0,6.0,0.0,1.0,,0.0,,76.66,0.0
5761,5762.0,41.0,Male,Desktop,8.16,8.0,7.0,0.0,1.0,0.0,1.0,2.36,72.8,0.0
5762,5763.0,18.0,Female,Mobile,12.85,6.0,0.0,0.0,1.0,1.0,0.0,8.19,59.35,0.0
5763,5764.0,34.0,Female,Desktop,16.21,11.0,5.0,7.0,1.0,0.0,1.0,3.23,22.61,1.0
5764,5765.0,41.0,Female,Tablet,8.92,2.0,1.0,1.0,1.0,0.0,0.0,15.66,36.7,0.0
5765,5766.0,40.0,Female,Mobile,6.33,3.0,6.0,,1.0,0.0,0.0,9.91,77.53,0.0
5766,5767.0,37.0,Female,Desktop,14.54,12.0,9.0,7.0,1.0,0.0,0.0,19.45,39.78,1.0
5767,5768.0,47.0,Male,Desktop,11.99,18.0,6.0,9.0,1.0,1.0,1.0,20.26,14.99,1.0
5768,5769.0,39.0,Female,,11.95,11.0,5.0,6.0,1.0,0.0,,31.07,18.02,1.0
5769,5770.0,,Female,Mobile,,8.0,9.0,,1.0,0.0,1.0,7.55,22.56,0.0
5770,5771.0,36.0,Female,Mobile,10.57,4.0,0.0,1.0,0.0,0.0,0.0,6.64,52.3,0.0
5771,5772.0,23.0,Female,Mobile,2.83,4.0,2.0,3.0,0.0,0.0,0.0,11.0,99.0,0.0
5772,5773.0,22.0,Male,Mobile,21.17,14.0,5.0,8.0,0.0,1.0,0.0,12.04,78.3,1.0
5773,5774.0,43.0,Female,Mobile,12.11,8.0,5.0,4.0,0.0,1.0,1.0,1.0,,0.0
5774,5775.0,32.0,Female,Mobile,9.48,13.0,10.0,7.0,1.0,0.0,1.0,17.83,32.94,1.0
5775,5776.0,36.0,Male,Desktop,10.09,14.0,9.0,6.0,1.0,0.0,1.0,15.21,38.69,1.0
5776,5777.0,33.0,Female,Tablet,11.68,6.0,5.0,1.0,0.0,0.0,0.0,4.61,,0.0
5777,5778.0,39.0,Female,Tablet,20.49,14.0,6.0,5.0,1.0,0.0,1.0,18.53,66.43,1.0
5778,5779.0,38.0,,Mobile,9.1,6.0,4.0,1.0,,1.0,0.0,14.92,57.55,0.0
5779,5780.0,,Female,Desktop,20.15,10.0,7.0,5.0,0.0,0.0,1.0,26.3,4.33,1.0
5780,5781.0,18.0,Male,Mobile,8.09,2.0,2.0,0.0,1.0,0.0,0.0,1.0,74.15,0.0
5781,5782.0,31.0,Male,Tablet,10.27,15.0,5.0,7.0,0.0,1.0,1.0,,58.68,1.0
5782,5783.0,53.0,Male,Mobile,16.15,6.0,1.0,2.0,1.0,0.0,1.0,4.55,75.47,0.0
5783,5784.0,48.0,Male,Mobile,24.16,13.0,10.0,6.0,1.0,1.0,1.0,10.16,69.32,1.0
